Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Url,SerializedViewModel,Mean,Error,StdDev,Median,Min,Op/s,ETW log file,ProcessRequest,WriteHtmlResponse,BuildView,BindableObject.GetValue,Lifecycle events,Deserialize,ResolveCommand,Serialize,Gen 0,Gen 1,Gen 2,Allocated
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/DateTimeSerialization/DateTimeSerialization,jK02MdJ3dGrki_-91539979,"2,065.4150 us",188.8729 us,556.8961 us,"2,039.0287 us","1,243.1127 us",484.16,-,100%,0%,3.028288%,1.083767%,1.987558%,71.28996%,3.493877%,4.217692%,-,-,-,0.09 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/DateTimeSerialization/DateTimeSerialization,rBjgGIpywe8UKYjY_-742625360,"1,945.4410 us",199.4215 us,584.8687 us,"1,857.6176 us","1,237.4793 us",514.02,-,85.50366%,0%,2.701465%,0.8791209%,1.639194%,60.89743%,2.02381%,3.809524%,-,-,-,0.09 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/DateTimeSerialization/DateTimeSerialization,?,894.3421 us,7.1561 us,6.6938 us,892.4302 us,885.1437 us,1118.14,-,80.58773%,30.38894%,3.785653%,2.091616%,2.454624%,0%,0%,40.14693%,-,-,-,0.11 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Directives/ImportDirective,?,400.2039 us,1.9034 us,1.7804 us,400.4206 us,396.3767 us,2498.73,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.05 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/DoublePostBackPrevention/DoublePostBackPrevention,7AcTpa0KB3Lh7B5f_-1973439327,535.8422 us,6.4353 us,5.7047 us,534.1290 us,525.6990 us,1866.22,-,67.6925%,0%,8.653104%,2.201906%,4.687098%,9.155293%,6.502704%,7.944888%,-,-,-,0.07 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/DoublePostBackPrevention/DoublePostBackPrevention,ZxP31gjYVVfbO9M_-1011408335,"5,003,285.7061 us",159.3827 us,141.2886 us,"5,003,284.9890 us","5,003,048.8228 us",0.2,-,74.49541%,0%,7.155963%,1.284404%,5.87156%,6.972477%,2.568807%,8.440367%,-,-,-,0.08 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/DoublePostBackPrevention/DoublePostBackPrevention,?,577.9127 us,2.6667 us,2.3640 us,577.7963 us,574.3090 us,1730.37,-,69.89099%,45.92156%,7.843628%,3.069791%,4.047112%,0%,0%,7.26726%,-,-,-,0.12 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Formatting/Formatting,VFglLTrVkARdOxqE_1885336291,"2,565.9161 us",195.8024 us,577.3278 us,"2,488.7913 us","1,553.3890 us",389.72,-,90.36646%,0%,4.900599%,3.765269%,3.439521%,3.813174%,6.002395%,22.88383%,-,-,-,0.17 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Formatting/Formatting,?,"3,033.0814 us",325.8009 us,960.6312 us,"2,923.0635 us","1,551.5164 us",329.7,-,90.16609%,57.03127%,4.66753%,4.292426%,3.308262%,0%,0%,23.02249%,-,-,-,0.21 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/GenericTypes/InCommandBinding,UOEHCFwuivl1yw66_1753782296,449.7790 us,4.4609 us,4.1727 us,450.5825 us,439.6769 us,2223.31,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/GenericTypes/InCommandBinding,vyHoAlEH0N8MjXi_1140414161,449.9826 us,7.1638 us,6.7010 us,450.8766 us,439.2537 us,2222.31,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/GenericTypes/InCommandBinding,?,467.8323 us,2.3616 us,2.0935 us,467.0555 us,465.5574 us,2137.52,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/GenericTypes/InResourceBinding,?,433.3870 us,2.0442 us,1.9121 us,433.8162 us,429.8291 us,2307.41,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/HtmlTag/NonPairHtmlTag,?,447.3467 us,1.9196 us,1.7956 us,447.0757 us,443.9998 us,2235.4,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/IdGeneration/IdGeneration,?,882.5197 us,7.3183 us,6.8455 us,882.3734 us,873.0619 us,1133.12,-,82.89663%,43.56127%,4.88896%,7.197636%,29.11807%,0%,0%,4.561432%,-,-,-,0.23 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/JavascriptEvents/JavascriptEvents,L0YOsyTKYP6QQgva_-1900684774,465.7769 us,6.2577 us,5.8534 us,465.8324 us,457.4357 us,2146.95,-,63.21499%,0%,5.552139%,1.917808%,3.254123%,7.223931%,5.322896%,8.213587%,-,-,-,0.05 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/JavascriptEvents/JavascriptEvents,?,480.7551 us,3.1490 us,2.9456 us,480.1095 us,477.6052 us,2080.06,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Localization/Localization,?,436.2480 us,2.1335 us,1.9957 us,435.9230 us,433.4208 us,2292.27,-,49.83745%,29.23388%,5.716739%,2.152978%,1.760412%,0%,0%,6.385328%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Localization/Localization_Control_Page,?,519.9111 us,2.7215 us,2.5457 us,520.3720 us,515.7550 us,1923.41,-,64.13624%,36.49877%,6.047049%,6.480011%,4.791456%,0%,0%,8.745851%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Localization/Localization_NestedPage_Type,?,518.4065 us,2.0917 us,1.8542 us,517.5445 us,516.2400 us,1928.99,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/CommandBindingInRepeater,_-1026550263,613.5657 us,7.2382 us,6.7706 us,615.0241 us,603.5516 us,1629.82,-,69.23781%,0%,3.524229%,2.535118%,29.44061%,8.311861%,0.5735184%,7.397556%,-,-,-,0.1 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/CommandBindingInRepeater,_-1476427440,580.7844 us,7.6787 us,7.1827 us,578.9727 us,570.9868 us,1721.81,-,69.24458%,0%,3.659221%,2.480638%,29.2401%,8.36233%,0.4938826%,7.015378%,-,-,-,0.1 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/CommandBindingInRepeater,?,717.9785 us,2.3903 us,2.2359 us,717.9598 us,714.3164 us,1392.8,-,73.09718%,38.44883%,2.850356%,3.335743%,22.56532%,0%,0%,5.71104%,-,-,-,0.15 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/ControlPropertyUpdatedByServer,lIDxdWzSmwPgJaBJ_-970671597,567.0998 us,7.4726 us,6.9899 us,567.7066 us,555.0923 us,1763.36,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/ControlPropertyUpdatedByServer,?,573.5527 us,1.1291 us,0.8815 us,573.5806 us,571.6532 us,1743.52,-,67.49525%,44.36272%,7.216233%,2.701332%,3.880786%,0%,0%,6.607482%,-,-,-,0.11 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/ControlPropertyUpdating,K0QkGoy8yOEGx8j_-892160179,485.9088 us,3.1818 us,2.8206 us,486.2705 us,480.0129 us,2058,-,61.98186%,0%,6.444468%,2.737053%,2.605211%,8.263896%,8.46957%,7.968569%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/ControlPropertyUpdating,?,480.5098 us,2.4226 us,2.1476 us,481.2298 us,475.6477 us,2081.12,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/ControlPropertyValidationPage,pvjokeNiRQZEQtC_-1098817372,598.4647 us,8.8988 us,7.8885 us,598.4563 us,590.4495 us,1670.94,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/ControlPropertyValidationPage,?,586.4341 us,2.0483 us,1.9160 us,585.7193 us,584.0036 us,1705.22,-,66.89621%,39.37531%,6.185441%,2.164289%,3.578455%,0%,0%,12.51845%,-,-,-,0.09 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/MarkupControlRegistration,4QwYW0IA8UJtW6IN_-1662870257,625.6408 us,5.8943 us,5.2252 us,626.6166 us,614.8587 us,1598.36,-,69.57257%,0%,7.003604%,2.972118%,3.935849%,13.09498%,7.5995%,9.17384%,-,-,-,0.08 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/MarkupControlRegistration,4QwYW0IA8UJtW6IN_-2124727112,623.6307 us,5.9642 us,5.5790 us,625.2942 us,611.3392 us,1603.51,-,71.12864%,0%,7.229717%,3.173095%,4.208626%,13.94642%,7.790234%,9.243777%,-,-,-,0.08 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/MarkupControlRegistration,vFzVJcCa1wx4hcJ7_-854776523,625.0206 us,6.4487 us,6.0321 us,623.2376 us,619.4539 us,1599.95,-,70.32238%,0%,7.134043%,3.046429%,4.54265%,13.26546%,7.504242%,8.599414%,-,-,-,0.08 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/MarkupControlRegistration,vFzVJcCa1wx4hcJ7_774744652,622.7166 us,5.5846 us,4.9506 us,622.3223 us,613.6296 us,1605.87,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.08 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/MarkupControl/MarkupControlRegistration,?,676.6981 us,2.2778 us,2.1306 us,677.0864 us,672.5026 us,1477.76,-,70.76836%,48.62859%,5.748638%,2.930678%,3.503664%,0%,0%,8.219049%,-,-,-,0.14 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/NestedMasterPages/Content,?,445.1654 us,1.1727 us,1.0969 us,445.1319 us,442.6713 us,2246.36,-,65.58891%,33.76957%,13.30254%,2.247883%,2.827816%,0%,0%,8.647678%,-,-,-,0.06 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/PostBack/PostBackHandlers,07XxagjFhZy7DN_1260622793,759.7279 us,6.0337 us,5.6439 us,760.3932 us,747.2883 us,1316.26,-,77.99921%,0%,8.065908%,4.244802%,21.55355%,11.42409%,5.78266%,8.638681%,-,-,-,0.14 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/PostBack/PostBackHandlers,?,971.3105 us,5.3273 us,4.9831 us,970.7730 us,964.4077 us,1029.54,-,100%,63.58895%,6.873557%,6.163974%,19.85979%,0%,0%,7.181329%,-,-,-,0.29 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/PostBack/PostbackUpdate,28VxUWUteEjGHLk9_1701736196,516.3463 us,6.9779 us,6.5271 us,514.2791 us,508.2585 us,1936.68,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/PostBack/PostbackUpdate,?,493.9951 us,2.6428 us,2.4721 us,493.5970 us,491.1484 us,2024.31,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/PostBack/PostbackUpdateRepeater,obTZL1338lJQ3uUb_481940999,728.5248 us,7.8970 us,7.3868 us,728.3328 us,715.4649 us,1372.64,-,75.40533%,0%,3.859104%,6.630406%,20.67858%,6.278166%,5.060865%,5.656566%,-,-,-,0.12 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/PostBack/PostbackUpdateRepeater,?,668.4041 us,2.5551 us,2.3900 us,668.8505 us,664.6183 us,1496.1,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.12 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/RenderSettingsModeServer/RenderSettingModeServerProperty,ybVRADh36lBUfxn_-1710108505,"1,724.5641 us",128.4796 us,360.2705 us,"1,681.2946 us","1,296.9965 us",579.86,-,82.98389%,0%,1.754718%,4.229655%,33.19268%,16.16639%,5.325263%,10.59669%,4.8633,-,-,0.3 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/RenderSettingsModeServer/RenderSettingModeServerProperty,?,"3,813.9428 us",420.7289 us,"1,240.5286 us","3,870.0494 us","1,731.1245 us",262.2,-,87.17055%,31.50098%,1.501165%,5.666853%,24.95077%,0%,0%,8.112795%,5.4297,-,-,0.42 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Resources/CdnScriptPriority,?,417.0561 us,1.6002 us,1.4968 us,416.8701 us,414.5137 us,2397.76,-,58.93447%,34.54719%,4.43247%,1.147228%,2.815922%,0%,0%,9.308187%,-,-,-,0.05 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Resources/CdnUnavailableResourceLoad,?,436.4326 us,3.6158 us,3.3823 us,434.8109 us,432.6183 us,2291.3,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.05 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Resources/OnlineNonameResourceLoad,tgNeHms9zzfF1kTD_1691012157,496.0905 us,4.6910 us,4.3879 us,495.3221 us,489.2462 us,2015.76,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.05 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Resources/OnlineNonameResourceLoad,?,461.5251 us,2.0382 us,1.7020 us,461.2713 us,459.2722 us,2166.73,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/ReturnedFile/ReturnedFileSample,?,467.5833 us,4.5184 us,4.2266 us,467.3166 us,462.3924 us,2138.66,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Serialization/ObservableCollectionShouldContainObservables,hMvBYEr2hB9A5w_-2039040420,727.5727 us,6.8276 us,6.3866 us,726.7621 us,718.9104 us,1374.43,-,66.52106%,0%,2.97047%,2.262799%,14.59899%,9.662765%,4.158658%,10.84222%,-,-,-,0.1 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Serialization/ObservableCollectionShouldContainObservables,?,691.2772 us,6.5186 us,6.0975 us,691.4837 us,680.2587 us,1446.6,-,67.45016%,31.48532%,2.993499%,2.936343%,15.64621%,0%,0%,12.9885%,-,-,-,0.12 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Serialization/Serialization,eP2dcBBik1znBr9_1457952982,547.3974 us,5.4644 us,4.8440 us,548.4890 us,540.2482 us,1826.83,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.07 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Serialization/Serialization,?,539.1358 us,1.9543 us,1.6319 us,539.1116 us,536.4281 us,1854.82,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.09 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/ServerComments/ServerComments,?,432.2522 us,2.2121 us,1.9610 us,431.6836 us,429.4999 us,2313.46,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/StaticCommand/StaticCommand,?,494.5605 us,1.9598 us,1.6365 us,494.0796 us,492.4799 us,2022,-,62.96009%,39.8975%,5.047368%,2.081069%,2.640162%,0%,0%,8.479577%,-,-,-,0.08 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/StaticCommand/StaticCommand_ComboBoxSelectionChanged,?,644.4442 us,6.5950 us,6.1689 us,642.2554 us,637.4140 us,1551.72,-,64.64855%,37.42863%,3.721205%,1.909825%,1.673558%,0%,0%,16.23351%,-,-,-,0.14 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/StaticCommand/StaticCommand_ComboBoxSelectionChanged_Objects,?,684.0145 us,10.6314 us,9.9446 us,679.0127 us,675.3959 us,1461.96,-,63.30559%,35.7341%,3.339736%,1.504481%,1.717883%,0%,0%,16.81605%,-,-,-,0.15 MB
DotvvmPostbackBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ClientSideValidationDisabling,jc1UaMlRcztnNgYR_1160163834,620.9764 us,9.9880 us,9.3427 us,615.6307 us,612.1876 us,1610.37,-,0%,0%,0%,0%,0%,0%,0%,0%,-,-,-,0.06 MB
DotvvmGetBenchmarks`1,TestDotvvmRequest,Default,False,Default,Default,Default,Default,Default,Default,255,LegacyJit,X86,Clr,False,True,False,True,False,True,Default,Default,Default,1,Default,Default,Default,Default,16,Default,/FeatureSamples/Validation/ClientSideValidationDisabling,?,574.5357 us,3.3985 us,3.1789 us,573.6039 us,568.6021 us,1740.54,-,61.72966%,40.89686%,4.932735%,2.703395%,3.01089%,0%,0%,7.546444%,-,-,-,0.09 MB
